Anio;MES;AnioMes;PKID;CantidadVentaMes
2022;7;2022-07;B2B0175799;790
2022;8;2022-08;B2B0175799;21
2022;9;2022-09;B2B0175799;93
2022;10;2022-10;B2B0175799;848
2022;11;2022-11;B2B0175799;696
2022;12;2022-12;B2B0175799;202
2023;1;2023-01;B2B0175799;5
2023;2;2023-02;B2B0175799;206
2023;3;2023-03;B2B0175799;820
2023;4;2023-04;B2B0175799;500
2023;5;2023-05;B2B0175799;776
2023;6;2023-06;B2B0175799;704
2023;7;2023-07;B2B0175799;493
2023;7;2023-07;B2B0175799;459
2023;8;2023-08;B2B0175799;453
2023;9;2023-09;B2B0175799;452
2023;10;2023-10;B2B0175799;457
2023;11;2023-11;B2B0175799;616
2024;12;2023-12;B2B0175799;574
2022;8;2022-08;B2B0175805;196
2022;9;2022-09;B2B0175805;24
2022;10;2022-10;B2B0175805;45
2022;11;2022-11;B2B0175805;29
2022;12;2022-12;B2B0175805;97
2023;1;2023-01;B2B0175805;1
2023;2;2023-02;B2B0175805;38
2023;3;2023-03;B2B0175805;45
2023;4;2023-04;B2B0175805;34
2023;5;2023-05;B2B0175805;120
2023;6;2023-06;B2B0175805;32
2023;7;2023-07;B2B0175805;98
2023;7;2023-07;B2B0175805;41
2023;8;2023-08;B2B0175805;46
2023;9;2023-09;B2B0175805;40
2023;10;2023-10;B2B0175805;46
2023;11;2023-11;B2B0175805;50
2024;12;2023-12;B2B0175805;50
2022;8;2022-08;B2B0175806;198
2022;9;2022-09;B2B0175806;24
2022;10;2022-10;B2B0175806;40
2022;11;2022-11;B2B0175806;17
2022;12;2022-12;B2B0175806;93
2023;1;2023-01;B2B0175806;10
2023;2;2023-02;B2B0175806;29
2023;3;2023-03;B2B0175806;25
2023;4;2023-04;B2B0175806;63
2023;5;2023-05;B2B0175806;119
2023;6;2023-06;B2B0175806;31
2023;7;2023-07;B2B0175806;93
2023;7;2023-07;B2B0175806;47
2023;8;2023-08;B2B0175806;49
2023;9;2023-09;B2B0175806;47
2023;10;2023-10;B2B0175806;49
2023;11;2023-11;B2B0175806;55
2024;12;2023-12;B2B0175806;55
2021;2;2021-02;B2B0175809;34
2021;3;2021-03;B2B0175809;2
2021;4;2021-04;B2B0175809;2
2021;5;2021-05;B2B0175809;6
2021;6;2021-06;B2B0175809;2
2021;9;2021-09;B2B0175809;0
2021;10;2021-10;B2B0175809;1
2022;8;2022-08;B2B0175809;1
2022;10;2022-10;B2B0175809;1
2022;11;2022-11;B2B0175809;1
2022;12;2022-12;B2B0175809;2
2023;1;2023-01;B2B0175809;1
2023;2;2023-02;B2B0175809;3
2023;3;2023-03;B2B0175809;1
2023;5;2023-05;B2B0175809;1
2023;7;2023-07;B2B0175809;0
2023;8;2023-08;B2B0175809;0
2023;9;2023-09;B2B0175809;0
2023;10;2023-10;B2B0175809;0
2023;11;2023-11;B2B0175809;0
2024;12;2023-12;B2B0175809;0
2021;11;2021-11;B2B0175821;72
2021;12;2021-12;B2B0175821;72
2022;1;2022-01;B2B0175821;28
2022;2;2022-02;B2B0175821;108
2022;3;2022-03;B2B0175821;28
2022;4;2022-04;B2B0175821;20
2022;5;2022-05;B2B0175821;43
2022;6;2022-06;B2B0175821;28
2022;7;2022-07;B2B0175821;37
2022;8;2022-08;B2B0175821;25
2022;9;2022-09;B2B0175821;49
2022;10;2022-10;B2B0175821;17
2022;11;2022-11;B2B0175821;21
2022;12;2022-12;B2B0175821;27
2023;1;2023-01;B2B0175821;31
2023;2;2023-02;B2B0175821;33
2023;3;2023-03;B2B0175821;69
2023;4;2023-04;B2B0175821;6
2023;5;2023-05;B2B0175821;25
2023;6;2023-06;B2B0175821;6
2023;7;2023-07;B2B0175821;30
2023;7;2023-07;B2B0175821;11
2023;8;2023-08;B2B0175821;30
2023;9;2023-09;B2B0175821;30
2023;10;2023-10;B2B0175821;30
2023;11;2023-11;B2B0175821;30
2024;12;2023-12;B2B0175821;30
2021;3;2021-03;B2B0175825;120
2021;4;2021-04;B2B0175825;120
2021;5;2021-05;B2B0175825;24
2021;6;2021-06;B2B0175825;96
2021;7;2021-07;B2B0175825;77
2021;8;2021-08;B2B0175825;101
2021;9;2021-09;B2B0175825;82
2021;10;2021-10;B2B0175825;65
2021;11;2021-11;B2B0175825;131
2021;12;2021-12;B2B0175825;105
2022;1;2022-01;B2B0175825;12
2022;2;2022-02;B2B0175825;5
2022;3;2022-03;B2B0175825;35
2022;5;2022-05;B2B0175825;18
2023;7;2023-07;B2B0175825;0
2023;9;2023-09;B2B0175825;0
2023;10;2023-10;B2B0175825;0
2023;11;2023-11;B2B0175825;0
2024;12;2023-12;B2B0175825;0
2021;1;2021-01;B2B0175826;138
2021;2;2021-02;B2B0175826;1230
2021;3;2021-03;B2B0175826;1554
2021;4;2021-04;B2B0175826;767
2021;5;2021-05;B2B0175826;1180
2021;6;2021-06;B2B0175826;1024
2021;7;2021-07;B2B0175826;864
2021;8;2021-08;B2B0175826;1252
2021;9;2021-09;B2B0175826;1073
2021;10;2021-10;B2B0175826;288
2021;11;2021-11;B2B0175826;21
2021;12;2021-12;B2B0175826;593
2022;1;2022-01;B2B0175826;1344
2022;2;2022-02;B2B0175826;2062
2022;3;2022-03;B2B0175826;1848
2022;4;2022-04;B2B0175826;969
2022;5;2022-05;B2B0175826;1375
2022;6;2022-06;B2B0175826;1224
2022;7;2022-07;B2B0175826;1231
2022;8;2022-08;B2B0175826;950
2022;9;2022-09;B2B0175826;532
2022;10;2022-10;B2B0175826;1454
2022;11;2022-11;B2B0175826;1106
2022;12;2022-12;B2B0175826;881
2023;1;2023-01;B2B0175826;1234
2023;2;2023-02;B2B0175826;1119
2023;3;2023-03;B2B0175826;1535
2023;4;2023-04;B2B0175826;969
2023;5;2023-05;B2B0175826;1784
2023;6;2023-06;B2B0175826;1125
2023;7;2023-07;B2B0175826;1153
2023;7;2023-07;B2B0175826;1206
2023;8;2023-08;B2B0175826;1143
2023;9;2023-09;B2B0175826;1236
2023;10;2023-10;B2B0175826;1365
2023;11;2023-11;B2B0175826;1322
2024;12;2023-12;B2B0175826;1212
2021;2;2021-02;B2B0175827;1038
2021;3;2021-03;B2B0175827;1433
2021;4;2021-04;B2B0175827;628
2021;5;2021-05;B2B0175827;1156
2021;6;2021-06;B2B0175827;827
2021;7;2021-07;B2B0175827;675
2021;8;2021-08;B2B0175827;960
2021;9;2021-09;B2B0175827;796
2021;10;2021-10;B2B0175827;1354
2021;11;2021-11;B2B0175827;1372
2021;12;2021-12;B2B0175827;564
2022;1;2022-01;B2B0175827;1324
2022;2;2022-02;B2B0175827;2030
2022;3;2022-03;B2B0175827;1522
2022;4;2022-04;B2B0175827;26
2022;5;2022-05;B2B0175827;452
2022;6;2022-06;B2B0175827;911
2022;7;2022-07;B2B0175827;519
2022;8;2022-08;B2B0175827;1232
2022;9;2022-09;B2B0175827;1950
2022;10;2022-10;B2B0175827;1370
2022;11;2022-11;B2B0175827;1030
2022;12;2022-12;B2B0175827;830
2023;1;2023-01;B2B0175827;1050
2023;2;2023-02;B2B0175827;1159
2023;3;2023-03;B2B0175827;1407
2023;4;2023-04;B2B0175827;949
2023;5;2023-05;B2B0175827;1443
2023;6;2023-06;B2B0175827;1028
2023;7;2023-07;B2B0175827;962
2023;7;2023-07;B2B0175827;1098
2023;8;2023-08;B2B0175827;1232
2023;9;2023-09;B2B0175827;1206
2023;10;2023-10;B2B0175827;1132
2023;11;2023-11;B2B0175827;1046
2024;12;2023-12;B2B0175827;1085
2021;3;2021-03;B2B0175828;150
2021;4;2021-04;B2B0175828;894
2021;5;2021-05;B2B0175828;1602
2021;6;2021-06;B2B0175828;1092
2021;7;2021-07;B2B0175828;883
2021;8;2021-08;B2B0175828;1248
2021;9;2021-09;B2B0175828;1119
2021;10;2021-10;B2B0175828;1807
2021;11;2021-11;B2B0175828;1723
2021;12;2021-12;B2B0175828;666
2022;1;2022-01;B2B0175828;77
2022;2;2022-02;B2B0175828;1098
2022;3;2022-03;B2B0175828;869
2022;4;2022-04;B2B0175828;1142
2022;5;2022-05;B2B0175828;1399
2022;6;2022-06;B2B0175828;1178
2022;7;2022-07;B2B0175828;1251
2022;8;2022-08;B2B0175828;1698
2022;9;2022-09;B2B0175828;1733
2022;10;2022-10;B2B0175828;1863
2022;11;2022-11;B2B0175828;1356
2022;12;2022-12;B2B0175828;1058
2023;1;2023-01;B2B0175828;1391
2023;2;2023-02;B2B0175828;1485
2023;3;2023-03;B2B0175828;1833
2023;4;2023-04;B2B0175828;773
2023;5;2023-05;B2B0175828;793
2023;6;2023-06;B2B0175828;1499
2023;7;2023-07;B2B0175828;1593
2023;7;2023-07;B2B0175828;1580
2023;8;2023-08;B2B0175828;1643
2023;9;2023-09;B2B0175828;1553
2023;10;2023-10;B2B0175828;1639
2023;11;2023-11;B2B0175828;1438
2024;12;2023-12;B2B0175828;1388
2021;5;2021-05;B2B0175829;66
2021;6;2021-06;B2B0175829;1722
2021;7;2021-07;B2B0175829;1260
2021;8;2021-08;B2B0175829;1479
2021;9;2021-09;B2B0175829;1861
2021;10;2021-10;B2B0175829;218
2021;11;2021-11;B2B0175829;17
2022;1;2022-01;B2B0175829;19
2022;2;2022-02;B2B0175829;1464
2022;3;2022-03;B2B0175829;1467
2022;4;2022-04;B2B0175829;990
2022;5;2022-05;B2B0175829;1131
2022;6;2022-06;B2B0175829;1971
2022;7;2022-07;B2B0175829;2699
2022;8;2022-08;B2B0175829;1484
2022;9;2022-09;B2B0175829;4
2022;10;2022-10;B2B0175829;247
2022;11;2022-11;B2B0175829;2394
2022;12;2022-12;B2B0175829;1748
2023;1;2023-01;B2B0175829;1897
2023;2;2023-02;B2B0175829;2371
2023;3;2023-03;B2B0175829;2187
2023;4;2023-04;B2B0175829;1866
2023;5;2023-05;B2B0175829;2619
2023;6;2023-06;B2B0175829;2229
2023;7;2023-07;B2B0175829;2379
2023;7;2023-07;B2B0175829;1891
2023;8;2023-08;B2B0175829;1967
2023;9;2023-09;B2B0175829;1915
2023;10;2023-10;B2B0175829;1777
2023;11;2023-11;B2B0175829;2150
2024;12;2023-12;B2B0175829;2114
2021;6;2021-06;B2B0175830;126
2021;7;2021-07;B2B0175830;432
2021;8;2021-08;B2B0175830;462
2021;9;2021-09;B2B0175830;456
2021;10;2021-10;B2B0175830;582
2021;11;2021-11;B2B0175830;620
2021;12;2021-12;B2B0175830;590
2022;1;2022-01;B2B0175830;996
2022;2;2022-02;B2B0175830;1110
2022;3;2022-03;B2B0175830;640
2022;4;2022-04;B2B0175830;24
2022;5;2022-05;B2B0175830;486
2022;6;2022-06;B2B0175830;834
2022;7;2022-07;B2B0175830;570
2022;8;2022-08;B2B0175830;152
2023;7;2023-07;B2B0175830;31
2023;8;2023-08;B2B0175830;33
2023;9;2023-09;B2B0175830;32
2023;10;2023-10;B2B0175830;37
2023;11;2023-11;B2B0175830;33
2024;12;2023-12;B2B0175830;33
2020;12;2020-12;B2B0175855;24
2021;1;2021-01;B2B0175855;1716
2021;2;2021-02;B2B0175855;2446
2021;3;2021-03;B2B0175855;3258
2021;4;2021-04;B2B0175855;3282
2021;5;2021-05;B2B0175855;4750
2021;6;2021-06;B2B0175855;3933
2021;7;2021-07;B2B0175855;3791
2021;8;2021-08;B2B0175855;4116
2021;9;2021-09;B2B0175855;3656
2021;10;2021-10;B2B0175855;2700
2021;11;2021-11;B2B0175855;2465
2021;12;2021-12;B2B0175855;2267
2022;1;2022-01;B2B0175855;3527
2022;2;2022-02;B2B0175855;2612
2022;3;2022-03;B2B0175855;3514
2022;4;2022-04;B2B0175855;3148
2022;5;2022-05;B2B0175855;2284
2022;6;2022-06;B2B0175855;2992
2022;7;2022-07;B2B0175855;3146
2022;8;2022-08;B2B0175855;2788
2022;9;2022-09;B2B0175855;2839
2022;10;2022-10;B2B0175855;2260
2022;11;2022-11;B2B0175855;2800
2022;12;2022-12;B2B0175855;2678
2023;1;2023-01;B2B0175855;2615
2023;2;2023-02;B2B0175855;4383
2023;3;2023-03;B2B0175855;2557
2023;4;2023-04;B2B0175855;3022
2023;5;2023-05;B2B0175855;5390
2023;6;2023-06;B2B0175855;2507
2023;7;2023-07;B2B0175855;3496
2023;7;2023-07;B2B0175855;3988
2023;8;2023-08;B2B0175855;3058
2023;9;2023-09;B2B0175855;3517
2023;10;2023-10;B2B0175855;2605
2023;11;2023-11;B2B0175855;3281
2024;12;2023-12;B2B0175855;3316
2021;1;2021-01;B2B0175856;450
2021;2;2021-02;B2B0175856;990
2021;3;2021-03;B2B0175856;1331
2021;4;2021-04;B2B0175856;845
2021;5;2021-05;B2B0175856;1733
2021;6;2021-06;B2B0175856;1377
2021;7;2021-07;B2B0175856;1557
2021;8;2021-08;B2B0175856;1599
2021;9;2021-09;B2B0175856;1447
2021;10;2021-10;B2B0175856;1280
2021;11;2021-11;B2B0175856;1191
2021;12;2021-12;B2B0175856;886
2022;1;2022-01;B2B0175856;1050
2022;2;2022-02;B2B0175856;956
2022;3;2022-03;B2B0175856;1019
2022;4;2022-04;B2B0175856;846
2022;5;2022-05;B2B0175856;755
2022;6;2022-06;B2B0175856;833
2022;7;2022-07;B2B0175856;824
2022;8;2022-08;B2B0175856;969
2022;9;2022-09;B2B0175856;658
2022;10;2022-10;B2B0175856;483
2022;11;2022-11;B2B0175856;886
2022;12;2022-12;B2B0175856;987
2023;1;2023-01;B2B0175856;812
2023;2;2023-02;B2B0175856;699
2023;3;2023-03;B2B0175856;777
2023;4;2023-04;B2B0175856;480
2023;5;2023-05;B2B0175856;725
2023;6;2023-06;B2B0175856;805
2023;7;2023-07;B2B0175856;663
2023;7;2023-07;B2B0175856;754
2023;8;2023-08;B2B0175856;748
2023;9;2023-09;B2B0175856;587
2023;10;2023-10;B2B0175856;827
2023;11;2023-11;B2B0175856;749
2024;12;2023-12;B2B0175856;765
2021;5;2021-05;B2B0175873;6
2021;6;2021-06;B2B0175873;6
2021;8;2021-08;B2B0175873;22
2021;9;2021-09;B2B0175873;6
2022;1;2022-01;B2B0175873;6
2022;2;2022-02;B2B0175873;4
2022;5;2022-05;B2B0175873;13
2022;8;2022-08;B2B0175873;8
2022;11;2022-11;B2B0175873;12
2023;2;2023-02;B2B0175873;6
2023;4;2023-04;B2B0175873;30
2023;6;2023-06;B2B0175873;13
2023;7;2023-07;B2B0175873;15
2023;8;2023-08;B2B0175873;16
2023;9;2023-09;B2B0175873;14
2023;10;2023-10;B2B0175873;16
2023;11;2023-11;B2B0175873;15
2024;12;2023-12;B2B0175873;7
2021;5;2021-05;B2B0175874;6
2021;6;2021-06;B2B0175874;6
2021;8;2021-08;B2B0175874;18
2021;11;2021-11;B2B0175874;11
2022;2;2022-02;B2B0175874;18
2022;5;2022-05;B2B0175874;13
2022;6;2022-06;B2B0175874;4
2022;11;2022-11;B2B0175874;12
2022;12;2022-12;B2B0175874;6
2023;2;2023-02;B2B0175874;12
2023;4;2023-04;B2B0175874;48
2023;6;2023-06;B2B0175874;6
2023;7;2023-07;B2B0175874;15
2023;8;2023-08;B2B0175874;15
2023;9;2023-09;B2B0175874;14
2023;10;2023-10;B2B0175874;16
2023;11;2023-11;B2B0175874;18
2024;12;2023-12;B2B0175874;12
2021;5;2021-05;B2B0175875;6
2021;6;2021-06;B2B0175875;6
2021;8;2021-08;B2B0175875;31
2021;10;2021-10;B2B0175875;1
2021;11;2021-11;B2B0175875;6
2022;2;2022-02;B2B0175875;34
2022;5;2022-05;B2B0175875;12
2022;11;2022-11;B2B0175875;12
2022;12;2022-12;B2B0175875;6
2023;4;2023-04;B2B0175875;24
2023;6;2023-06;B2B0175875;6
2023;7;2023-07;B2B0175875;1
2023;8;2023-08;B2B0175875;1
2023;9;2023-09;B2B0175875;1
2023;10;2023-10;B2B0175875;1
2023;11;2023-11;B2B0175875;1
2024;12;2023-12;B2B0175875;8
2021;5;2021-05;B2B0175876;6
2021;6;2021-06;B2B0175876;6
2021;8;2021-08;B2B0175876;12
2021;11;2021-11;B2B0175876;6
2022;2;2022-02;B2B0175876;187
2022;5;2022-05;B2B0175876;1
2022;6;2022-06;B2B0175876;3
2022;11;2022-11;B2B0175876;6
2023;2;2023-02;B2B0175876;12
2023;3;2023-03;B2B0175876;6
2023;4;2023-04;B2B0175876;24
2023;5;2023-05;B2B0175876;15
2023;6;2023-06;B2B0175876;12
2023;7;2023-07;B2B0175876;1
2023;8;2023-08;B2B0175876;1
2023;9;2023-09;B2B0175876;1
2023;10;2023-10;B2B0175876;1
2023;11;2023-11;B2B0175876;1
2024;12;2023-12;B2B0175876;10
2021;1;2021-01;B2B0175888;554
2021;2;2021-02;B2B0175888;364
2021;3;2021-03;B2B0175888;352
2021;4;2021-04;B2B0175888;469
2021;5;2021-05;B2B0175888;179
2021;6;2021-06;B2B0175888;233
2021;7;2021-07;B2B0175888;402
2021;8;2021-08;B2B0175888;355
2021;9;2021-09;B2B0175888;429
2022;5;2022-05;B2B0175888;276
2023;7;2023-07;B2B0175888;0
2023;8;2023-08;B2B0175888;0
2023;9;2023-09;B2B0175888;0
2023;10;2023-10;B2B0175888;0
2023;11;2023-11;B2B0175888;0
2024;12;2023-12;B2B0175888;0
2021;1;2021-01;B2B0175927;1161
2021;2;2021-02;B2B0175927;650
2021;3;2021-03;B2B0175927;701
2021;4;2021-04;B2B0175927;428
2021;5;2021-05;B2B0175927;1219
2021;6;2021-06;B2B0175927;2062
2021;7;2021-07;B2B0175927;1749
2021;8;2021-08;B2B0175927;1180
2021;9;2021-09;B2B0175927;1599
2021;10;2021-10;B2B0175927;928
2021;11;2021-11;B2B0175927;1041
2021;12;2021-12;B2B0175927;796
2022;1;2022-01;B2B0175927;886
2022;2;2022-02;B2B0175927;971
2022;3;2022-03;B2B0175927;1275
2022;4;2022-04;B2B0175927;1512
2022;5;2022-05;B2B0175927;751
2022;6;2022-06;B2B0175927;898
2022;7;2022-07;B2B0175927;590
2022;8;2022-08;B2B0175927;1066
2022;9;2022-09;B2B0175927;615
2022;10;2022-10;B2B0175927;663
2022;11;2022-11;B2B0175927;877
2022;12;2022-12;B2B0175927;738
2023;1;2023-01;B2B0175927;611
2023;2;2023-02;B2B0175927;870
2023;3;2023-03;B2B0175927;750
2023;4;2023-04;B2B0175927;761
2023;5;2023-05;B2B0175927;413
2023;6;2023-06;B2B0175927;460
2023;7;2023-07;B2B0175927;774
2023;7;2023-07;B2B0175927;994
2023;8;2023-08;B2B0175927;807
2023;9;2023-09;B2B0175927;614
2023;10;2023-10;B2B0175927;644
2023;11;2023-11;B2B0175927;680
2024;12;2023-12;B2B0175927;640
2023;1;2023-01;B2B0175972;1
2023;7;2023-07;B2B0175972;0
2023;8;2023-08;B2B0175972;0
2023;9;2023-09;B2B0175972;0
2023;10;2023-10;B2B0175972;0
2023;11;2023-11;B2B0175972;0
2024;12;2023-12;B2B0175972;0
2021;4;2021-04;B2B0175986;386
2021;5;2021-05;B2B0175986;453
2021;6;2021-06;B2B0175986;458
2021;7;2021-07;B2B0175986;497
2021;8;2021-08;B2B0175986;406
2021;9;2021-09;B2B0175986;320
2021;10;2021-10;B2B0175986;452
2021;11;2021-11;B2B0175986;229
2021;12;2021-12;B2B0175986;176
2022;1;2022-01;B2B0175986;715
2022;2;2022-02;B2B0175986;744
2022;3;2022-03;B2B0175986;577
2022;4;2022-04;B2B0175986;300
2022;5;2022-05;B2B0175986;787
2022;6;2022-06;B2B0175986;608
2022;7;2022-07;B2B0175986;608
2022;8;2022-08;B2B0175986;690
2022;9;2022-09;B2B0175986;1299
2022;10;2022-10;B2B0175986;837
2022;11;2022-11;B2B0175986;1383
2022;12;2022-12;B2B0175986;878
2023;1;2023-01;B2B0175986;792
2023;2;2023-02;B2B0175986;769
2023;3;2023-03;B2B0175986;954
2023;4;2023-04;B2B0175986;736
2023;5;2023-05;B2B0175986;912
2023;6;2023-06;B2B0175986;758
2023;7;2023-07;B2B0175986;1174
2023;7;2023-07;B2B0175986;916
2023;8;2023-08;B2B0175986;1196
2023;9;2023-09;B2B0175986;890
2023;10;2023-10;B2B0175986;862
2023;11;2023-11;B2B0175986;1019
2024;12;2023-12;B2B0175986;1019
2021;4;2021-04;B2B0175996;560
2021;5;2021-05;B2B0175996;488
2021;6;2021-06;B2B0175996;557
2021;7;2021-07;B2B0175996;586
2021;8;2021-08;B2B0175996;495
2021;9;2021-09;B2B0175996;268
2021;10;2021-10;B2B0175996;625
2021;11;2021-11;B2B0175996;434
2021;12;2021-12;B2B0175996;321
2022;1;2022-01;B2B0175996;1088
2022;2;2022-02;B2B0175996;799
2022;3;2022-03;B2B0175996;537
2022;4;2022-04;B2B0175996;466
2022;5;2022-05;B2B0175996;792
2022;6;2022-06;B2B0175996;581
2022;7;2022-07;B2B0175996;508
2022;8;2022-08;B2B0175996;744
2022;9;2022-09;B2B0175996;452
2022;10;2022-10;B2B0175996;326
2022;11;2022-11;B2B0175996;808
2022;12;2022-12;B2B0175996;564
2023;1;2023-01;B2B0175996;314
2023;2;2023-02;B2B0175996;499
2023;3;2023-03;B2B0175996;531
2023;4;2023-04;B2B0175996;303
2023;5;2023-05;B2B0175996;431
2023;6;2023-06;B2B0175996;464
2023;7;2023-07;B2B0175996;431
2023;7;2023-07;B2B0175996;473
2023;8;2023-08;B2B0175996;679
2023;9;2023-09;B2B0175996;441
2023;10;2023-10;B2B0175996;481
2023;11;2023-11;B2B0175996;481
2024;12;2023-12;B2B0175996;557
2021;4;2021-04;B2B0176030;107
2021;5;2021-05;B2B0176030;121
2021;6;2021-06;B2B0176030;26
2021;7;2021-07;B2B0176030;55
2021;8;2021-08;B2B0176030;19
2021;9;2021-09;B2B0176030;323
2021;10;2021-10;B2B0176030;20
2021;11;2021-11;B2B0176030;55
2021;12;2021-12;B2B0176030;15
2022;1;2022-01;B2B0176030;14
2022;2;2022-02;B2B0176030;34
2022;3;2022-03;B2B0176030;253
2022;4;2022-04;B2B0176030;253
2022;5;2022-05;B2B0176030;112
2022;6;2022-06;B2B0176030;43
2022;7;2022-07;B2B0176030;158
2022;8;2022-08;B2B0176030;60
2022;9;2022-09;B2B0176030;65
2022;10;2022-10;B2B0176030;30
2022;11;2022-11;B2B0176030;42
2022;12;2022-12;B2B0176030;26
2023;1;2023-01;B2B0176030;4
2023;2;2023-02;B2B0176030;159
2023;3;2023-03;B2B0176030;31
2023;4;2023-04;B2B0176030;10
2023;5;2023-05;B2B0176030;3
2023;6;2023-06;B2B0176030;116
2023;7;2023-07;B2B0176030;111
2023;7;2023-07;B2B0176030;12
2023;8;2023-08;B2B0176030;77
2023;9;2023-09;B2B0176030;85
2023;10;2023-10;B2B0176030;77
2023;11;2023-11;B2B0176030;83
2024;12;2023-12;B2B0176030;75
2021;4;2021-04;B2B0176031;99
2021;5;2021-05;B2B0176031;116
2021;6;2021-06;B2B0176031;20
2021;7;2021-07;B2B0176031;49
2021;8;2021-08;B2B0176031;19
2021;9;2021-09;B2B0176031;379
2021;10;2021-10;B2B0176031;15
2021;11;2021-11;B2B0176031;4
2022;1;2022-01;B2B0176031;13
2022;2;2022-02;B2B0176031;43
2022;3;2022-03;B2B0176031;255
2022;4;2022-04;B2B0176031;273
2022;5;2022-05;B2B0176031;105
2022;6;2022-06;B2B0176031;36
2022;7;2022-07;B2B0176031;130
2022;8;2022-08;B2B0176031;50
2022;9;2022-09;B2B0176031;560
2022;10;2022-10;B2B0176031;25
2022;11;2022-11;B2B0176031;107
2022;12;2022-12;B2B0176031;19
2023;1;2023-01;B2B0176031;14
2023;2;2023-02;B2B0176031;149
2023;3;2023-03;B2B0176031;35
2023;4;2023-04;B2B0176031;9
2023;5;2023-05;B2B0176031;4
2023;6;2023-06;B2B0176031;100
2023;7;2023-07;B2B0176031;260
2023;8;2023-08;B2B0176031;193
2023;9;2023-09;B2B0176031;244
2023;10;2023-10;B2B0176031;192
2023;11;2023-11;B2B0176031;220
2024;12;2023-12;B2B0176031;195
2021;4;2021-04;B2B0176032;94
2021;5;2021-05;B2B0176032;117
2021;6;2021-06;B2B0176032;35
2021;7;2021-07;B2B0176032;60
2021;8;2021-08;B2B0176032;9
2021;9;2021-09;B2B0176032;150
2021;10;2021-10;B2B0176032;18
2021;11;2021-11;B2B0176032;21
2021;12;2021-12;B2B0176032;16
2022;1;2022-01;B2B0176032;15
2022;2;2022-02;B2B0176032;25
2022;3;2022-03;B2B0176032;39
2022;4;2022-04;B2B0176032;242
2022;5;2022-05;B2B0176032;126
2022;6;2022-06;B2B0176032;50
2022;7;2022-07;B2B0176032;179
2022;8;2022-08;B2B0176032;31
2022;9;2022-09;B2B0176032;107
2022;10;2022-10;B2B0176032;19
2022;11;2022-11;B2B0176032;32
2022;12;2022-12;B2B0176032;24
2023;1;2023-01;B2B0176032;10
2023;2;2023-02;B2B0176032;96
2023;3;2023-03;B2B0176032;22
2023;4;2023-04;B2B0176032;80
2023;5;2023-05;B2B0176032;17
2023;6;2023-06;B2B0176032;8
2023;7;2023-07;B2B0176032;15
2023;7;2023-07;B2B0176032;105
2023;8;2023-08;B2B0176032;71
2023;9;2023-09;B2B0176032;70
2023;10;2023-10;B2B0176032;80
2023;11;2023-11;B2B0176032;69
2024;12;2023-12;B2B0176032;78
2021;4;2021-04;B2B0176033;112
2021;5;2021-05;B2B0176033;109
2021;6;2021-06;B2B0176033;32
2021;7;2021-07;B2B0176033;46
2021;8;2021-08;B2B0176033;9
2021;9;2021-09;B2B0176033;169
2021;10;2021-10;B2B0176033;17
2021;11;2021-11;B2B0176033;43
2021;12;2021-12;B2B0176033;24
2022;1;2022-01;B2B0176033;8
2022;2;2022-02;B2B0176033;30
2022;3;2022-03;B2B0176033;54
2022;4;2022-04;B2B0176033;214
2022;5;2022-05;B2B0176033;116
2022;6;2022-06;B2B0176033;51
2022;7;2022-07;B2B0176033;198
2022;8;2022-08;B2B0176033;23
2022;9;2022-09;B2B0176033;40
2022;10;2022-10;B2B0176033;18
2022;11;2022-11;B2B0176033;25
2022;12;2022-12;B2B0176033;16
2023;1;2023-01;B2B0176033;12
2023;2;2023-02;B2B0176033;78
2023;3;2023-03;B2B0176033;18
2023;4;2023-04;B2B0176033;55
2023;5;2023-05;B2B0176033;12
2023;6;2023-06;B2B0176033;4
2023;7;2023-07;B2B0176033;120
2023;7;2023-07;B2B0176033;8
2023;8;2023-08;B2B0176033;73
2023;9;2023-09;B2B0176033;91
2023;10;2023-10;B2B0176033;80
2023;11;2023-11;B2B0176033;75
2024;12;2023-12;B2B0176033;75
2021;4;2021-04;B2B0176034;111
2021;5;2021-05;B2B0176034;118
2021;6;2021-06;B2B0176034;39
2021;7;2021-07;B2B0176034;62
2021;8;2021-08;B2B0176034;21
2021;9;2021-09;B2B0176034;303
2021;10;2021-10;B2B0176034;4
2021;11;2021-11;B2B0176034;41
2021;12;2021-12;B2B0176034;42
2022;1;2022-01;B2B0176034;12
2022;2;2022-02;B2B0176034;59
2022;3;2022-03;B2B0176034;312
2022;4;2022-04;B2B0176034;183
2022;5;2022-05;B2B0176034;122
2022;6;2022-06;B2B0176034;63
2022;7;2022-07;B2B0176034;144
2022;8;2022-08;B2B0176034;20
2022;9;2022-09;B2B0176034;52
2022;10;2022-10;B2B0176034;29
2022;11;2022-11;B2B0176034;33
2022;12;2022-12;B2B0176034;15
2023;1;2023-01;B2B0176034;18
2023;2;2023-02;B2B0176034;112
2023;3;2023-03;B2B0176034;17
2023;4;2023-04;B2B0176034;139
2023;5;2023-05;B2B0176034;5
2023;7;2023-07;B2B0176034;102
2023;8;2023-08;B2B0176034;87
2023;9;2023-09;B2B0176034;86
2023;10;2023-10;B2B0176034;89
2023;11;2023-11;B2B0176034;88
2024;12;2023-12;B2B0176034;87
2021;4;2021-04;B2B0176035;285
2021;5;2021-05;B2B0176035;186
